Id,Name,PersonId,Department,RankName,TotalArticleCount,TotalConfProcCount,TotalGrantCount,TotalGrantDollars,TotalAwardCount,TotalCitationCount,TotalBookCount,TotalPatentCount,Gender,Accuracy_Gender,Total_Samples_Gender,Matched
3175,"SABATINI, DAVID",289215,Biology,Professor,237,10,2,0,11,65283,10,6,male,99,380894,0
1920,"SAUER, ROBERT T",164073,Biology,Professor,147,1,13,0,5,7205,1,0,male,99,145540,1
7715,"SCHWARTZ, THOMAS",164713,Biology,Professor,61,0,9,0,1,3111,0,1,male,99,129177,1
1975,"SHARP, PHILLIP A",122664,Biology,Professor,160,7,21,0,21,27671,3,22,male,99,9441,1
2630,"SINSKEY, ANTHONY J",85646,Biology,Professor,107,4,9,0,2,3599,3,35,male,99,85303,1
1955,"SIVE, HAZEL L",176497,Biology,Professor,86,0,1,0,1,2719,5,0,female,99,15044,1
7610,"SOLOMON, FRANK",123978,Biology,Professor,2,0,6,0,0,18,0,0,male,99,66241,1
17495,"SPRANGER-ZIMMERMANN, STEFANI",827663,Biology,Assistant,82,2,1,0,4,5889,1,0,female,98,4880,0
7620,"STEINER, LISA A",124603,Biology,Professor,18,1,3,0,1,832,2,0,female,98,75562,1
7675,"TONEGAWA, SUSUMU",169218,Biology,Professor,108,2,23,0,8,10209,2,8,male,98,170,1
5485,"VANDER HEIDEN, MATTHEW G",412247,Biology,Associate,215,9,11,0,6,30707,3,2,male,100,51898,1
23610,"VOS, SEYCHELLE",1108330,Biology,Assistant,18,0,0,0,1,824,0,0,female,94,16,1
23655,"WALKER, BRUCE",112395,Biology,Other,544,0,0,0,10,34604,12,1,male,99,14681,1
4925,"WALKER, GRAHAM C",176500,Biology,Professor,234,5,20,0,10,7517,1,1,male,99,10110,0
4075,"WEINBERG, ROBERT A",94944,Biology,Professor,179,13,0,0,32,79410,4,15,male,99,145540,1
23965,"WEISSMAN, JONATHAN",315469,Biology,Professor,244,4,0,0,17,46109,5,0,male,99,84386,1
14950,"WENG, JING-KE",779132,Biology,Associate,73,1,0,0,9,2943,0,0,male,75,808,1
2840,"WILSON, MATTHEW A",129535,Biology,Professor,88,9,16,0,7,7061,0,1,male,100,51412,1
23890,"YAMASHITA, YUKIKO",116733,Biology,Professor,114,0,0,0,5,3927,5,0,female,98,405,1
14590,"YILMAZ, OMER H",779139,Biology,Associate,90,1,14,0,3,6489,1,4,male,97,10038,1
1980,"YOUNG, RICHARD A",100462,Biology,Professor,261,8,0,0,6,47907,0,7,male,99,97659,1
1065,"ADELSON, EDWARD H",718,Brain and Cognitive Sciences,Professor,60,46,15,0,10,2923,2,6,male,99,24073,1
1795,"ANIKEEVA, POLINA OLEGOVNA",488093,Brain and Cognitive Sciences,Associate,77,8,14,0,6,4490,0,8,female,97,2522,1
2785,"BEAR, MARK",176351,Brain and Cognitive Sciences,Professor,105,0,20,0,10,12518,18,4,male,100,48064,1
2870,"BOYDEN, EDWARD",12578,Brain and Cognitive Sciences,Professor,200,11,54,0,21,17190,10,55,male,99,24073,1
2845,"BROWN, EMERY NEAL",176268,Brain and Cognitive Sciences,Professor,246,92,5,0,13,11883,7,11,male,98,6677,0
10400,"CHOI, BOHYUN GLORIA",627124,Brain and Cognitive Sciences,Assistant,13,0,3,0,3,1294,0,2,female,98,20821,1
2860,"CHUNG, KWANGHUN",627127,Brain and Cognitive Sciences,Associate,43,12,5,0,7,3101,0,4,male,100,10,1
2815,"DESIMONE, ROBERT",176355,Brain and Cognitive Sciences,Professor,79,3,10,0,7,6323,0,0,male,99,145540,1
2775,"DICARLO, JAMES",176354,Brain and Cognitive Sciences,Professor,65,11,14,0,3,5462,4,1,male,99,131879,1
23775,"FEDORENKO, EVELINA G",816039,Brain and Cognitive Sciences,Assistant,88,2,5,0,3,3600,3,0,female,98,2102,1
7550,"FEE, MICHALE SEAN",176353,Brain and Cognitive Sciences,Professor,45,1,6,0,1,3007,1,1,male,99,37201,1
2825,"FENG, GUOPING",412326,Brain and Cognitive Sciences,Professor,155,2,12,0,9,10967,6,2,male,73,22,1
16130,"FIETE, ILA",34519,Brain and Cognitive Sciences,Associate,32,1,2,0,6,1607,1,0,female,80,1346,1
15645,"FLAVELL, STEVEN WILLEM",827627,Brain and Cognitive Sciences,Assistant,20,0,3,0,4,2795,0,0,male,99,64870,1
5895,"GABRIELI, JOHN D. E",140613,Brain and Cognitive Sciences,Professor,255,1,36,0,9,18915,8,0,male,99,218863,1
23875,"GHOSH, SATRAJIT S",787699,Brain and Cognitive Sciences,Other,90,8,10,0,0,5188,1,2,male,100,35,1
4980,"GIBSON, EDWARD A",35292,Brain and Cognitive Sciences,Professor,101,7,8,0,1,3171,7,0,male,99,24073,1
2770,"GRAYBIEL, ANN M",176361,Brain and Cognitive Sciences,Professor,120,3,36,0,12,8157,16,1,female,97,23825,1
19205,"HALASSA, MICHAEL M",746589,Brain and Cognitive Sciences,Assistant,50,1,2,0,7,3881,6,0,male,99,211492,1
15095,"HARNETT, MARK THOMAS",789732,Brain and Cognitive Sciences,Assistant,21,0,3,0,3,1476,0,0,male,99,177241,1
9925,"HEIMAN, MYRIAM",488070,Brain and Cognitive Sciences,Associate,33,0,0,0,1,2946,1,1,female,98,15574,1
14755,"HOCKFIELD, SUSAN",412327,Brain and Cognitive Sciences,Professor,10,0,0,0,5,274,8,0,female,98,34211,1
5780,"HOGAN, NEVILLE",56722,Brain and Cognitive Sciences,Professor,86,73,15,0,3,4673,0,8,male,98,1235,1
10405,"JAZAYERI, MEHRDAD",627125,Brain and Cognitive Sciences,Associate,45,0,5,0,3,1717,1,0,male,99,3204,1
5915,"KANWISHER, NANCY",57328,Brain and Cognitive Sciences,Professor,224,9,23,0,9,12267,18,0,female,98,35222,1
16145,"LEVY, ROGER P",205822,Brain and Cognitive Sciences,Associate,43,28,4,0,6,5354,0,1,male,99,34849,1
7300,"MANSINGHKA, VIKASH K",779099,Brain and Cognitive Sciences,Other,8,6,4,0,1,138,1,2,male,100,4612,1
1030,"MCDERMOTT, JOSHUA HARTMAN",627126,Brain and Cognitive Sciences,Associate,81,12,5,0,2,2129,2,0,male,99,35244,1
